brand,processor,ram_gb,storage,gpu,screen_size_inch,resolution,battery_life_hours,weight_kg,operating_system,price_usd
Samsung,Intel i7,8,1TBSSD,Nvidia RTX 3060,16.0,3840x2160,7.0,1.79,Windows,2408.92
Microsoft,AMD Ryzen 7,4,1TBSSD,Nvidia RTX 3060,16.0,3840x2160,7.8,1.4,Macos,2200.26
Asus,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 3060,17.3,3840x2160,6.5,1.45,Linux,1728.76
MSI,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 3080,17.3,3840x2160,9.6,3.28,Freedos,2612.3
Samsung,AMD Ryzen 3,32,1TBSSD,AMD Radeon RX 6600,16.0,2560x1440,5.4,2.21,Linux,1821.3
Apple,Intel i5,8,256GBSSD,Integrated,15.6,3840x2160,7.4,2.82,Macos,1953.21
HP,AMD Ryzen 9,4,2TBSSD,Nvidia GTX 1650,17.3,1366x768,11.3,2.86,Windows,1319.58
Asus,Intel i7,64,1TBHDD,Nvidia RTX 2060,15.6,1366x768,4.7,2.98,Linux,2209.73
Lenovo,Intel i3,32,2TBSSD,AMD Radeon RX 6800,17.3,3840x2160,7.4,1.53,Macos,2313.71
MSI,AMD Ryzen 9,4,1TBHDD,Nvidia RTX 2060,17.3,3840x2160,7.3,3.38,Freedos,2993.87
Acer,AMD Ryzen 5,32,2TBSSD,Nvidia RTX 2060,14.0,3840x2160,5.4,1.36,Windows,2748.46
Microsoft,AMD Ryzen 3,32,256GBSSD,Nvidia RTX 2060,14.0,1920x1080,6.0,3.32,Windows,1451.51
Asus,AMD Ryzen 5,32,1TBHDD,Nvidia RTX 2060,16.0,3840x2160,6.2,2.07,Windows,2329.96
Asus,Intel i9,16,1TBSSD,Integrated,16.0,2560x1440,9.6,1.6,Freedos,1682.54
HP,AMD Ryzen 7,32,256GBSSD,Integrated,17.3,1920x1080,9.9,1.66,Freedos,1615.51
HP,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 2060,13.3,1366x768,8.0,2.84,Freedos,1010.7
HP,AMD Ryzen 7,64,512GBSSD,AMD Radeon RX 6600,14.0,2560x1440,9.1,2.49,Freedos,3759.4
Acer,AMD Ryzen 3,16,256GBSSD,Nvidia GTX 1650,16.0,1920x1080,8.3,3.04,Windows,996.33
Microsoft,AMD Ryzen 3,16,2TBSSD,AMD Radeon RX 6800,14.0,1366x768,11.3,1.7,Macos,746.3
HP,AMD Ryzen 5,32,512GBSSD,Nvidia RTX 3080,16.0,3840x2160,8.2,2.09,Linux,2967.7
Lenovo,Intel i9,8,1TBHDD,Nvidia GTX 1650,15.6,3840x2160,11.1,2.91,Windows,2416.06
MSI,AMD Ryzen 5,32,1TBHDD,Nvidia GTX 1650,15.6,3840x2160,11.6,2.16,Linux,3201.59
Lenovo,AMD Ryzen 3,8,256GBSSD,AMD Radeon RX 6800,13.3,1920x1080,10.9,2.77,Windows,1006.91
Microsoft,Intel i5,16,512GBSSD,Integrated,15.6,3840x2160,8.9,1.71,Linux,1411.01
Dell,AMD Ryzen 9,32,2TBSSD,AMD Radeon RX 6600,14.0,1920x1080,7.3,3.21,Linux,2517.87
Samsung,Intel i7,16,1TBHDD,AMD Radeon RX 6800,14.0,3840x2160,4.6,2.42,Macos,2103.44
Samsung,Intel i7,32,512GBSSD,Nvidia GTX 1650,17.3,1920x1080,11.7,1.67,Linux,2135.9
Samsung,AMD Ryzen 9,32,1TBSSD,Nvidia GTX 1650,16.0,3840x2160,6.8,2.03,Macos,4712.46
Apple,Intel i9,4,1TBHDD,Nvidia RTX 3080,13.3,1366x768,5.0,1.48,Freedos,1548.91
HP,AMD Ryzen 5,64,256GBSSD,AMD Radeon RX 6800,16.0,1366x768,8.6,2.61,Linux,2180.78
Acer,AMD Ryzen 3,32,2TBSSD,Integrated,14.0,2560x1440,6.2,3.1,Linux,1002.29
Samsung,Intel i3,16,256GBSSD,Nvidia RTX 2060,17.3,3840x2160,9.4,3.34,Windows,1874.35
Apple,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3060,17.3,1366x768,10.9,1.96,Macos,1502.82
Asus,Intel i9,16,1TBHDD,Nvidia RTX 2060,14.0,3840x2160,11.5,3.13,Freedos,2817.79
Dell,AMD Ryzen 7,4,512GBSSD,Nvidia RTX 3060,16.0,3840x2160,7.0,1.86,Windows,2192.36
Apple,Intel i7,16,1TBSSD,Nvidia GTX 1650,13.3,2560x1440,8.1,2.0,Windows,2729.21
Apple,AMD Ryzen 7,32,2TBSSD,Nvidia RTX 2060,14.0,2560x1440,9.4,2.21,Macos,3821.1
Razer,AMD Ryzen 9,64,1TBSSD,Nvidia RTX 2060,16.0,1920x1080,4.5,1.83,Macos,6109.9
Acer,Intel i5,8,1TBHDD,AMD Radeon RX 6800,17.3,1920x1080,11.3,2.05,Freedos,1002.62
Apple,Intel i7,64,256GBSSD,Nvidia RTX 2060,13.3,1920x1080,6.8,3.43,Windows,4378.76
MSI,Intel i3,16,512GBSSD,Nvidia GTX 1650,17.3,2560x1440,6.8,1.6,Windows,1847.65
MSI,AMD Ryzen 7,32,1TBSSD,Nvidia GTX 1650,14.0,1920x1080,7.0,2.64,Macos,2612.84
Razer,Intel i3,16,1TBSSD,AMD Radeon RX 6600,15.6,3840x2160,8.7,1.69,Windows,2659.07
Samsung,Intel i9,64,1TBSSD,Nvidia RTX 3060,13.3,2560x1440,8.8,1.93,Linux,4844.14
Acer,Intel i3,32,256GBSSD,Integrated,15.6,3840x2160,11.8,2.13,Freedos,1703.68
Razer,Intel i7,4,256GBSSD,Integrated,15.6,1920x1080,5.5,2.61,Linux,1034.68
Asus,Intel i5,32,2TBSSD,AMD Radeon RX 6800,17.3,2560x1440,9.8,2.37,Windows,2217.66
Acer,Intel i7,4,256GBSSD,Integrated,15.6,1366x768,11.6,1.64,Windows,844.56
Dell,AMD Ryzen 3,8,256GBSSD,AMD Radeon RX 6600,15.6,2560x1440,7.7,1.97,Freedos,1303.15
Apple,Intel i5,8,1TBSSD,Integrated,15.6,1366x768,7.9,1.53,Windows,1002.26
HP,Intel i5,32,512GBSSD,Nvidia RTX 3080,17.3,1366x768,7.7,2.54,Macos,1620.06
Dell,AMD Ryzen 7,64,1TBSSD,Nvidia RTX 2060,17.3,3840x2160,9.2,3.4,Linux,5494.15
Microsoft,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 2060,13.3,1366x768,10.7,2.97,Freedos,838.34
Asus,AMD Ryzen 3,64,1TBHDD,Nvidia GTX 1650,17.3,1366x768,7.0,2.29,Macos,1489.26
Apple,Intel i3,8,512GBSSD,Nvidia RTX 3080,16.0,3840x2160,6.1,1.72,Linux,2201.19
Microsoft,Intel i5,4,1TBSSD,Nvidia RTX 2060,17.3,1920x1080,10.4,3.08,Windows,1115.38
HP,AMD Ryzen 5,64,256GBSSD,Nvidia RTX 3080,13.3,1920x1080,11.2,2.83,Linux,2451.7
Asus,Intel i3,32,512GBSSD,Integrated,17.3,1366x768,10.3,1.6,Linux,959.0
Lenovo,Intel i5,8,512GBSSD,AMD Radeon RX 6600,17.3,1920x1080,7.5,3.19,Freedos,1174.04
Asus,AMD Ryzen 3,64,512GBSSD,AMD Radeon RX 6600,17.3,2560x1440,7.3,2.31,Windows,2825.56
Asus,Intel i5,64,1TBSSD,Nvidia RTX 3080,16.0,1366x768,10.2,1.48,Linux,2209.96
Asus,Intel i9,8,512GBSSD,AMD Radeon RX 6800,14.0,3840x2160,10.9,1.4,Linux,2826.55
Acer,Intel i5,32,256GBSSD,Integrated,13.3,2560x1440,5.6,2.14,Freedos,1252.63
Dell,Intel i5,4,1TBSSD,Nvidia RTX 2060,17.3,1366x768,8.9,3.21,Macos,720.86
Asus,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 3060,15.6,1366x768,6.5,3.4,Windows,858.71
Razer,AMD Ryzen 7,16,256GBSSD,Nvidia RTX 2060,14.0,1366x768,5.4,1.58,Windows,1627.2
Acer,AMD Ryzen 7,16,512GBSSD,AMD Radeon RX 6600,13.3,1920x1080,9.5,2.71,Linux,1579.74
Apple,Intel i7,8,256GBSSD,AMD Radeon RX 6600,14.0,2560x1440,8.8,2.91,Linux,2392.6
Dell,Intel i5,64,1TBSSD,AMD Radeon RX 6800,17.3,1366x768,8.5,3.13,Macos,2040.83
HP,AMD Ryzen 5,16,1TBHDD,Integrated,14.0,3840x2160,5.6,1.99,Windows,1266.49
MSI,Intel i9,4,512GBSSD,AMD Radeon RX 6600,13.3,3840x2160,8.8,2.52,Linux,3065.35
Apple,Intel i9,64,2TBSSD,Nvidia GTX 1650,14.0,2560x1440,8.3,1.27,Windows,7258.61
Dell,Intel i7,32,2TBSSD,Nvidia GTX 1650,17.3,1366x768,10.6,2.44,Freedos,1683.59
Asus,Intel i3,32,1TBHDD,Nvidia RTX 3080,16.0,1920x1080,10.8,3.4,Freedos,1147.0
Asus,AMD Ryzen 3,16,1TBHDD,AMD Radeon RX 6800,14.0,1920x1080,11.7,1.31,Freedos,861.44
HP,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 3060,16.0,1920x1080,4.9,2.45,Linux,974.66
Acer,AMD Ryzen 5,16,2TBSSD,Nvidia GTX 1650,13.3,1366x768,6.5,1.83,Freedos,1139.12
Dell,AMD Ryzen 5,16,2TBSSD,Nvidia RTX 2060,15.6,1366x768,8.4,2.11,Linux,1000.62
Asus,AMD Ryzen 7,64,1TBHDD,Integrated,16.0,2560x1440,7.4,1.91,Macos,2206.24
Acer,AMD Ryzen 7,8,2TBSSD,Nvidia RTX 3060,15.6,1366x768,8.5,1.94,Freedos,1254.76
Acer,Intel i7,32,1TBHDD,AMD Radeon RX 6600,15.6,3840x2160,8.1,2.29,Linux,3153.34
MSI,Intel i5,64,2TBSSD,AMD Radeon RX 6600,15.6,3840x2160,8.5,2.68,Windows,5483.9
Dell,AMD Ryzen 3,32,1TBSSD,AMD Radeon RX 6800,17.3,3840x2160,5.3,3.27,Linux,2358.01
MSI,AMD Ryzen 3,64,2TBSSD,Integrated,15.6,2560x1440,8.7,2.98,Linux,2241.79
MSI,Intel i3,32,256GBSSD,Integrated,17.3,1366x768,5.5,1.7,Windows,1198.15
MSI,AMD Ryzen 5,4,512GBSSD,Nvidia RTX 3080,17.3,3840x2160,10.9,2.75,Linux,2111.8
Samsung,Intel i5,32,512GBSSD,AMD Radeon RX 6600,17.3,1366x768,7.2,1.9,Windows,1474.4
Razer,AMD Ryzen 7,16,1TBHDD,Nvidia RTX 2060,17.3,1366x768,10.1,1.39,Windows,1727.33
Dell,AMD Ryzen 9,64,512GBSSD,Integrated,13.3,2560x1440,7.2,1.32,Macos,3267.05
Asus,AMD Ryzen 9,8,256GBSSD,Nvidia RTX 2060,14.0,1920x1080,11.4,1.24,Macos,1534.95
Samsung,AMD Ryzen 7,4,256GBSSD,AMD Radeon RX 6600,13.3,2560x1440,7.5,2.32,Macos,1477.7
Acer,Intel i5,8,512GBSSD,Nvidia RTX 3060,14.0,2560x1440,6.5,3.33,Freedos,1146.57
Lenovo,Intel i3,16,512GBSSD,Integrated,16.0,2560x1440,11.3,1.25,Linux,1030.28
HP,Intel i3,64,512GBSSD,Nvidia RTX 3060,14.0,2560x1440,8.2,3.07,Linux,2551.07
MSI,AMD Ryzen 7,4,1TBHDD,Nvidia RTX 2060,15.6,1366x768,8.9,3.44,Freedos,1096.03
Samsung,Intel i7,8,256GBSSD,AMD Radeon RX 6600,14.0,1366x768,5.8,3.09,Linux,1190.51
Razer,Intel i3,8,1TBHDD,AMD Radeon RX 6800,16.0,1366x768,7.0,1.35,Linux,988.99
Acer,Intel i3,64,1TBHDD,Nvidia GTX 1650,15.6,2560x1440,11.2,1.57,Windows,2393.94
Dell,Intel i7,4,512GBSSD,Nvidia RTX 3060,15.6,2560x1440,11.1,1.82,Linux,1562.7
Acer,AMD Ryzen 7,4,1TBHDD,Nvidia RTX 3080,17.3,3840x2160,11.9,1.54,Linux,1576.07
Microsoft,AMD Ryzen 7,64,2TBSSD,AMD Radeon RX 6600,14.0,1920x1080,4.6,2.35,Freedos,3095.68
HP,AMD Ryzen 7,64,512GBSSD,Nvidia RTX 3080,16.0,2560x1440,7.1,3.37,Linux,4038.12
Apple,Intel i9,16,512GBSSD,Integrated,14.0,1366x768,9.5,1.31,Windows,1782.93
Dell,AMD Ryzen 9,32,1TBSSD,Nvidia GTX 1650,15.6,1920x1080,11.0,2.98,Macos,2964.44
MSI,AMD Ryzen 3,32,1TBHDD,AMD Radeon RX 6800,17.3,2560x1440,4.9,1.73,Linux,2030.61
Razer,Intel i7,32,512GBSSD,Integrated,16.0,1920x1080,6.4,1.83,Linux,2022.81
Microsoft,AMD Ryzen 3,32,512GBSSD,Nvidia GTX 1650,17.3,1920x1080,8.6,1.73,Windows,1608.7
Acer,Intel i5,8,1TBHDD,Integrated,13.3,1366x768,4.7,1.47,Linux,499.21
Razer,AMD Ryzen 7,8,512GBSSD,AMD Radeon RX 6600,14.0,1366x768,10.5,2.35,Macos,1614.16
Razer,Intel i7,32,2TBSSD,Integrated,13.3,1366x768,9.1,2.56,Macos,1507.2
Apple,Intel i5,16,1TBSSD,AMD Radeon RX 6800,15.6,3840x2160,9.6,1.54,Macos,3294.1
Razer,Intel i5,16,1TBHDD,Nvidia RTX 3080,17.3,1366x768,8.0,3.01,Freedos,1278.27
Acer,AMD Ryzen 7,64,256GBSSD,Integrated,16.0,2560x1440,4.6,2.99,Windows,2589.58
Dell,Intel i7,64,512GBSSD,Nvidia GTX 1650,15.6,1366x768,11.6,2.67,Freedos,2813.74
MSI,AMD Ryzen 9,64,1TBSSD,AMD Radeon RX 6600,17.3,3840x2160,10.3,2.49,Windows,9375.78
Dell,Intel i5,16,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,8.7,1.8,Macos,1023.19
Acer,AMD Ryzen 3,4,2TBSSD,AMD Radeon RX 6800,13.3,1366x768,9.2,2.12,Linux,568.36
Razer,AMD Ryzen 3,32,256GBSSD,Nvidia GTX 1650,16.0,1920x1080,8.0,1.59,Windows,1938.41
Acer,Intel i7,8,2TBSSD,AMD Radeon RX 6800,16.0,3840x2160,11.0,2.04,Linux,2204.23
Apple,AMD Ryzen 7,64,256GBSSD,Nvidia RTX 3080,14.0,2560x1440,6.4,1.33,Macos,5622.18
Samsung,Intel i5,64,256GBSSD,Nvidia RTX 2060,16.0,1920x1080,9.7,1.8,Windows,2541.18
Acer,AMD Ryzen 9,64,1TBHDD,Nvidia RTX 3060,14.0,1920x1080,9.8,1.59,Linux,3159.52
Apple,AMD Ryzen 3,64,256GBSSD,AMD Radeon RX 6800,14.0,1920x1080,9.0,2.06,Linux,3087.21
Lenovo,AMD Ryzen 9,4,256GBSSD,Nvidia RTX 2060,14.0,3840x2160,11.4,2.53,Windows,2512.65
HP,Intel i9,64,512GBSSD,AMD Radeon RX 6600,15.6,2560x1440,4.7,2.67,Freedos,5311.46
Samsung,AMD Ryzen 5,32,1TBSSD,Nvidia GTX 1650,16.0,2560x1440,4.8,1.55,Linux,2332.12
Apple,Intel i3,64,256GBSSD,Integrated,16.0,3840x2160,4.0,2.02,Windows,3671.29
Lenovo,AMD Ryzen 9,32,1TBSSD,Integrated,15.6,3840x2160,10.3,3.4,Macos,3106.79
Lenovo,AMD Ryzen 7,16,1TBHDD,Integrated,13.3,3840x2160,5.1,3.1,Windows,1447.04
HP,AMD Ryzen 5,64,1TBSSD,Nvidia RTX 3060,13.3,1920x1080,7.1,1.95,Linux,2367.54
HP,AMD Ryzen 7,4,2TBSSD,Nvidia RTX 3060,17.3,2560x1440,10.4,3.35,Windows,1660.27
HP,AMD Ryzen 9,8,512GBSSD,Nvidia RTX 3060,15.6,1366x768,10.8,1.29,Freedos,1559.46
HP,Intel i9,16,1TBSSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,2.84,Windows,2438.15
Acer,AMD Ryzen 9,32,1TBHDD,Integrated,16.0,2560x1440,10.7,1.72,Windows,2108.79
Razer,AMD Ryzen 5,64,256GBSSD,Nvidia RTX 3060,13.3,3840x2160,10.9,1.94,Freedos,5468.82
Samsung,Intel i9,8,2TBSSD,Nvidia RTX 3060,16.0,1366x768,8.4,1.29,Macos,1412.92
Razer,AMD Ryzen 9,8,256GBSSD,AMD Radeon RX 6800,16.0,3840x2160,9.6,1.39,Macos,4238.64
Apple,Intel i3,32,512GBSSD,Nvidia RTX 2060,15.6,1920x1080,5.9,3.06,Macos,2045.64
Apple,AMD Ryzen 3,4,256GBSSD,Integrated,13.3,1920x1080,11.1,2.0,Freedos,708.71
Acer,AMD Ryzen 9,8,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,10.5,2.46,Linux,1683.58
Apple,AMD Ryzen 5,4,2TBSSD,Integrated,15.6,1366x768,10.8,3.03,Macos,748.54
Dell,AMD Ryzen 5,8,1TBSSD,AMD Radeon RX 6800,14.0,3840x2160,10.6,3.05,Windows,1585.43
Acer,AMD Ryzen 3,64,1TBSSD,Nvidia RTX 2060,15.6,2560x1440,5.3,3.06,Macos,2845.93
Asus,Intel i3,64,2TBSSD,Nvidia RTX 3060,17.3,3840x2160,11.3,1.89,Macos,3697.48
Razer,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 2060,14.0,1366x768,4.0,1.48,Freedos,948.68
Samsung,Intel i5,16,2TBSSD,Nvidia RTX 3080,14.0,1366x768,8.5,2.36,Linux,1109.98
Microsoft,Intel i5,64,512GBSSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.26,Windows,4353.45
MSI,Intel i3,16,1TBHDD,AMD Radeon RX 6800,17.3,3840x2160,8.9,1.81,Freedos,1947.96
Samsung,AMD Ryzen 3,16,2TBSSD,Integrated,16.0,1366x768,10.3,2.55,Linux,686.12
HP,Intel i9,16,2TBSSD,Nvidia RTX 3080,15.6,3840x2160,5.5,1.27,Freedos,3750.14
Microsoft,AMD Ryzen 3,8,1TBHDD,Integrated,16.0,1366x768,11.2,3.2,Linux,604.06
Dell,AMD Ryzen 5,4,1TBSSD,Nvidia RTX 3060,15.6,3840x2160,11.7,3.27,Macos,1670.4
Acer,Intel i5,64,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,10.9,2.03,Freedos,2148.49
Razer,AMD Ryzen 3,4,2TBSSD,Nvidia RTX 3060,17.3,2560x1440,8.4,1.34,Linux,1498.32
Acer,AMD Ryzen 7,64,2TBSSD,Nvidia RTX 3060,17.3,3840x2160,10.2,2.7,Linux,5495.83
Lenovo,AMD Ryzen 7,16,512GBSSD,AMD Radeon RX 6800,16.0,2560x1440,5.6,2.93,Windows,1910.97
Lenovo,AMD Ryzen 3,64,2TBSSD,Integrated,13.3,2560x1440,7.6,2.32,Freedos,1608.56
Apple,AMD Ryzen 9,64,512GBSSD,AMD Radeon RX 6600,13.3,1366x768,11.6,2.28,Macos,4768.51
Asus,AMD Ryzen 7,4,256GBSSD,Nvidia RTX 2060,13.3,3840x2160,11.5,3.24,Windows,1897.61
Lenovo,Intel i9,8,2TBSSD,Nvidia GTX 1650,16.0,1920x1080,5.5,1.29,Macos,1845.35
Razer,AMD Ryzen 3,16,256GBSSD,Nvidia GTX 1650,17.3,2560x1440,8.3,1.84,Windows,1916.35
Asus,Intel i3,16,256GBSSD,Nvidia RTX 2060,14.0,1920x1080,7.6,3.32,Macos,890.65
Microsoft,AMD Ryzen 9,4,256GBSSD,Nvidia RTX 2060,13.3,3840x2160,4.9,1.65,Freedos,2618.84
HP,Intel i9,4,1TBHDD,Nvidia GTX 1650,13.3,1366x768,10.1,1.47,Linux,1202.81
Asus,Intel i5,8,1TBSSD,AMD Radeon RX 6600,15.6,1920x1080,6.1,1.93,Linux,1072.7
Asus,Intel i7,16,256GBSSD,AMD Radeon RX 6600,13.3,1366x768,11.1,2.31,Freedos,1229.42
HP,Intel i3,4,2TBSSD,AMD Radeon RX 6600,14.0,1366x768,8.9,2.38,Macos,626.35
Dell,AMD Ryzen 3,16,1TBHDD,AMD Radeon RX 6600,14.0,3840x2160,8.4,2.05,Windows,1276.79
Lenovo,Intel i7,16,1TBSSD,AMD Radeon RX 6600,17.3,1366x768,9.3,1.95,Freedos,1348.09
Samsung,AMD Ryzen 3,4,512GBSSD,AMD Radeon RX 6800,13.3,2560x1440,11.7,2.3,Windows,1040.13
Dell,Intel i7,64,2TBSSD,Nvidia RTX 3060,13.3,3840x2160,11.6,3.25,Macos,4810.7
Dell,Intel i5,64,512GBSSD,AMD Radeon RX 6800,14.0,1366x768,9.5,2.91,Windows,1904.09
HP,AMD Ryzen 9,4,1TBHDD,AMD Radeon RX 6800,14.0,2560x1440,9.5,2.75,Freedos,1450.75
MSI,AMD Ryzen 5,16,2TBSSD,AMD Radeon RX 6600,16.0,3840x2160,10.6,1.55,Macos,2915.5
Acer,AMD Ryzen 5,32,1TBHDD,AMD Radeon RX 6600,14.0,1920x1080,11.4,2.02,Freedos,1342.64
Dell,AMD Ryzen 3,8,512GBSSD,Nvidia GTX 1650,17.3,2560x1440,10.7,2.93,Linux,1292.21
Acer,Intel i7,8,256GBSSD,AMD Radeon RX 6600,14.0,1366x768,8.1,2.79,Freedos,1188.89
HP,Intel i5,64,1TBHDD,Integrated,13.3,2560x1440,4.8,2.05,Linux,1811.96
HP,Intel i7,32,512GBSSD,Nvidia GTX 1650,15.6,3840x2160,7.6,2.46,Freedos,3561.37
MSI,AMD Ryzen 3,4,1TBHDD,Nvidia RTX 3080,14.0,1366x768,11.1,3.13,Linux,596.63
Apple,AMD Ryzen 9,64,512GBSSD,Nvidia RTX 2060,13.3,1920x1080,9.6,3.43,Freedos,5899.8
Lenovo,Intel i7,64,1TBHDD,Nvidia RTX 3080,14.0,3840x2160,8.7,2.38,Windows,4212.63
Asus,AMD Ryzen 5,4,1TBSSD,AMD Radeon RX 6800,13.3,2560x1440,10.3,3.48,Linux,1285.14
Apple,Intel i9,16,256GBSSD,Nvidia GTX 1650,17.3,1920x1080,4.9,1.87,Macos,3235.77
Apple,Intel i7,32,1TBHDD,Nvidia GTX 1650,15.6,3840x2160,9.5,1.25,Linux,4627.5
Apple,AMD Ryzen 5,8,2TBSSD,Integrated,15.6,2560x1440,7.5,1.99,Freedos,1410.98
Samsung,AMD Ryzen 7,64,512GBSSD,Nvidia RTX 3080,15.6,2560x1440,10.7,1.94,Linux,4173.11
Razer,AMD Ryzen 7,64,1TBHDD,Integrated,14.0,3840x2160,7.3,1.48,Linux,3734.0
Samsung,AMD Ryzen 9,4,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,10.3,2.78,Linux,2850.42
Dell,Intel i5,64,2TBSSD,Nvidia RTX 3080,17.3,2560x1440,7.2,1.56,Linux,3183.64
HP,AMD Ryzen 9,32,256GBSSD,Integrated,16.0,3840x2160,10.4,1.78,Windows,3254.76
Microsoft,AMD Ryzen 9,64,1TBHDD,Nvidia GTX 1650,15.6,2560x1440,10.3,2.74,Linux,4461.8
Acer,AMD Ryzen 9,4,1TBSSD,Nvidia GTX 1650,13.3,1366x768,9.4,1.44,Macos,1279.32
Asus,Intel i5,16,256GBSSD,Integrated,16.0,3840x2160,6.7,2.96,Macos,1356.25
HP,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 3080,14.0,1920x1080,4.7,2.84,Linux,922.46
Microsoft,Intel i9,4,2TBSSD,Nvidia RTX 3060,14.0,1366x768,7.6,1.68,Macos,1262.98
Dell,AMD Ryzen 3,16,1TBSSD,Nvidia RTX 3080,15.6,3840x2160,10.1,2.66,Linux,1837.18
Dell,AMD Ryzen 5,64,2TBSSD,Integrated,14.0,3840x2160,5.1,2.48,Linux,2708.59
Dell,Intel i5,4,512GBSSD,Nvidia RTX 2060,17.3,1366x768,11.4,2.88,Linux,993.34
Asus,AMD Ryzen 9,64,1TBHDD,AMD Radeon RX 6800,13.3,3840x2160,11.4,2.99,Windows,5558.62
Samsung,Intel i7,4,2TBSSD,Nvidia RTX 2060,14.0,1366x768,6.1,3.35,Windows,826.04
Asus,Intel i9,4,1TBSSD,Nvidia RTX 2060,14.0,3840x2160,9.2,1.48,Windows,2367.71
Asus,AMD Ryzen 7,8,512GBSSD,Integrated,14.0,1920x1080,6.0,2.01,Windows,975.16
Asus,AMD Ryzen 5,16,256GBSSD,Nvidia GTX 1650,13.3,2560x1440,11.0,3.43,Freedos,1394.47
MSI,AMD Ryzen 7,4,2TBSSD,Nvidia GTX 1650,17.3,1920x1080,7.2,1.64,Windows,1583.9
Samsung,Intel i9,32,256GBSSD,Integrated,13.3,1920x1080,9.2,1.45,Freedos,1886.67
Apple,Intel i7,64,512GBSSD,Integrated,17.3,2560x1440,10.5,2.61,Freedos,4140.93
Acer,AMD Ryzen 3,8,2TBSSD,Nvidia RTX 2060,14.0,3840x2160,8.0,2.32,Macos,1341.01
Asus,Intel i7,64,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,6.7,1.24,Linux,5443.31
HP,AMD Ryzen 9,16,256GBSSD,Nvidia RTX 3060,13.3,3840x2160,12.0,2.32,Freedos,3291.34
HP,AMD Ryzen 7,64,1TBSSD,AMD Radeon RX 6600,16.0,3840x2160,11.4,2.7,Linux,5515.13
MSI,AMD Ryzen 5,4,1TBSSD,Nvidia RTX 3080,13.3,1366x768,7.8,1.58,Freedos,1107.81
Razer,Intel i9,32,2TBSSD,AMD Radeon RX 6800,13.3,1366x768,7.4,1.97,Macos,3108.79
HP,Intel i9,32,256GBSSD,AMD Radeon RX 6800,17.3,2560x1440,7.2,2.76,Freedos,3712.88
Lenovo,AMD Ryzen 7,64,1TBHDD,Nvidia RTX 3080,16.0,3840x2160,8.0,3.23,Freedos,4477.36
Dell,Intel i9,32,1TBSSD,AMD Radeon RX 6600,14.0,1920x1080,4.9,1.91,Macos,2519.03
Asus,AMD Ryzen 9,64,1TBHDD,Nvidia RTX 2060,14.0,1366x768,4.2,1.31,Windows,2635.36
HP,AMD Ryzen 3,4,1TBSSD,AMD Radeon RX 6600,13.3,3840x2160,7.4,2.95,Freedos,1157.45
Acer,Intel i5,8,512GBSSD,Nvidia RTX 3060,14.0,1366x768,6.5,2.98,Windows,960.0
HP,Intel i9,32,256GBSSD,Nvidia GTX 1650,14.0,1920x1080,9.5,3.22,Freedos,2509.25
Samsung,AMD Ryzen 7,8,256GBSSD,Nvidia RTX 3080,17.3,1366x768,5.0,1.41,Freedos,1050.51
Samsung,AMD Ryzen 5,64,256GBSSD,AMD Radeon RX 6600,13.3,1920x1080,8.7,1.3,Linux,2356.72
Samsung,Intel i9,8,1TBSSD,AMD Radeon RX 6600,15.6,1366x768,11.3,2.46,Linux,1604.99
Apple,AMD Ryzen 9,8,1TBSSD,Integrated,16.0,1366x768,8.4,3.21,Windows,1647.65
Asus,AMD Ryzen 9,16,1TBSSD,Integrated,14.0,1920x1080,7.6,1.73,Linux,1337.88
Asus,Intel i9,64,512GBSSD,Nvidia RTX 3060,16.0,3840x2160,11.3,2.59,Freedos,7162.68
Acer,Intel i3,4,1TBSSD,Nvidia RTX 3080,13.3,2560x1440,10.1,3.32,Macos,936.34
Dell,Intel i9,64,1TBSSD,AMD Radeon RX 6800,16.0,2560x1440,8.9,3.03,Linux,5365.03
Razer,AMD Ryzen 9,64,1TBSSD,Integrated,15.6,3840x2160,11.1,3.16,Freedos,6611.99
Samsung,AMD Ryzen 5,64,256GBSSD,Nvidia RTX 3060,15.6,3840x2160,9.4,2.72,Freedos,4247.05
Apple,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 2060,15.6,2560x1440,7.8,3.46,Windows,1497.44
Dell,AMD Ryzen 7,8,1TBHDD,AMD Radeon RX 6600,16.0,1920x1080,5.5,2.08,Freedos,1284.09
MSI,AMD Ryzen 9,32,1TBHDD,AMD Radeon RX 6600,13.3,1366x768,10.6,2.56,Linux,2418.56
